"STATISTIC","Statistic Label","C02199V02655","Sex","C03367V04052","County and City","TLIST(A1)","CensusYear","C02076V03371","Age Group","UNIT","VALUE"
"E2022","Population 2011 to 2016","-","Both sexes","GC","Galway City","2016","2016","410","25 - 29 years","Number","7297"
"E2022","Population 2011 to 2016","-","Both sexes","GC","Galway City","2016","2016","440","30 - 34 years","Number","7759"
"E2022","Population 2011 to 2016","-","Both sexes","GC","Galway City","2016","2016","460","35 - 39 years","Number","7160"
"E2022","Population 2011 to 2016","-","Both sexes","GC","Galway City","2016","2016","475","40 - 44 years","Number","5340"
"E2022","Population 2011 to 2016","-","Both sexes","GC","Galway City","2016","2016","495","45 - 49 years","Number","4383"
"E2022","Population 2011 to 2016","-","Both sexes","GC","Galway City","2016","2016","515","50 - 54 years","Number","3954"
"E2022","Population 2011 to 2016","-","Both sexes","GC","Galway City","2016","2016","530","55 - 59 years","Number","3761"
"E2022","Population 2011 to 2016","-","Both sexes","GC","Galway City","2016","2016","550","60 - 64 years","Number","3447"
"E2022","Population 2011 to 2016","-","Both sexes","GC","Galway City","2016","2016","565","65 - 69 years","Number","2906"
"E2022","Population 2011 to 2016","-","Both sexes","GC","Galway City","2016","2016","580","70 - 74 years","Number","2322"
"E2022","Population 2011 to 2016","-","Both sexes","GC","Galway City","2016","2016","595","75 - 79 years","Number","1617"
"E2022","Population 2011 to 2016","-","Both sexes","GC","Galway City","2016","2016","610","80 - 84 years","Number","1116"
"E2022","Population 2011 to 2016","-","Both sexes","GC","Galway City","2016","2016","630","85 years and over","Number","887"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","-","All ages","Number","175124"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","205","0 - 4 years","Number","14091"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","245","5 - 9 years","Number","13310"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","265","10 - 14 years","Number","12292"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","300","15 - 19 years","Number","10970"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","365","20 - 24 years","Number","8971"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","410","25 - 29 years","Number","10497"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","440","30 - 34 years","Number","13235"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","460","35 - 39 years","Number","14131"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","475","40 - 44 years","Number","13451"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","495","45 - 49 years","Number","12160"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","515","50 - 54 years","Number","11198"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","530","55 - 59 years","Number","10038"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","550","60 - 64 years","Number","8790"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","565","65 - 69 years","Number","6967"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","580","70 - 74 years","Number","5202"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","595","75 - 79 years","Number","4167"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","610","80 - 84 years","Number","2932"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2011","2011","630","85 years and over","Number","2722"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","-","All ages","Number","179390"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","205","0 - 4 years","Number","13027"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","245","5 - 9 years","Number","14360"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","265","10 - 14 years","Number","13256"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","300","15 - 19 years","Number","11597"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","365","20 - 24 years","Number","7993"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","410","25 - 29 years","Number","8007"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","440","30 - 34 years","Number","11100"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","460","35 - 39 years","Number","14015"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","475","40 - 44 years","Number","14080"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","495","45 - 49 years","Number","13308"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","515","50 - 54 years","Number","11842"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","530","55 - 59 years","Number","10878"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","550","60 - 64 years","Number","9869"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","565","65 - 69 years","Number","8528"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","580","70 - 74 years","Number","6486"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","595","75 - 79 years","Number","4622"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","610","80 - 84 years","Number","3363"
"E2022","Population 2011 to 2016","-","Both sexes","GY","Galway County","2016","2016","630","85 years and over","Number","3059"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","-","All ages","Number","31798"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","205","0 - 4 years","Number","2456"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","245","5 - 9 years","Number","2294"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","265","10 - 14 years","Number","2129"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","300","15 - 19 years","Number","1778"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","365","20 - 24 years","Number","1476"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","410","25 - 29 years","Number","1980"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","440","30 - 34 years","Number","2335"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","460","35 - 39 years","Number","2363"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","475","40 - 44 years","Number","2223"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","495","45 - 49 years","Number","2158"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","515","50 - 54 years","Number","2143"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","530","55 - 59 years","Number","2024"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","550","60 - 64 years","Number","1733"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","565","65 - 69 years","Number","1406"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","580","70 - 74 years","Number","1107"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","595","75 - 79 years","Number","927"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","610","80 - 84 years","Number","684"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2011","2011","630","85 years and over","Number","582"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","-","All ages","Number","32044"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","205","0 - 4 years","Number","2188"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","245","5 - 9 years","Number","2416"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","265","10 - 14 years","Number","2319"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","300","15 - 19 years","Number","1881"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","365","20 - 24 years","Number","1293"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","410","25 - 29 years","Number","1433"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","440","30 - 34 years","Number","1984"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","460","35 - 39 years","Number","2334"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","475","40 - 44 years","Number","2332"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","495","45 - 49 years","Number","2214"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","515","50 - 54 years","Number","2129"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","530","55 - 59 years","Number","2110"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","550","60 - 64 years","Number","2002"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","565","65 - 69 years","Number","1747"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","580","70 - 74 years","Number","1328"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","595","75 - 79 years","Number","966"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","610","80 - 84 years","Number","681"
"E2022","Population 2011 to 2016","-","Both sexes","LM","Leitrim","2016","2016","630","85 years and over","Number","687"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","-","All ages","Number","130638"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","205","0 - 4 years","Number","9199"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","245","5 - 9 years","Number","9103"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","265","10 - 14 years","Number","9011"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","300","15 - 19 years","Number","8170"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","365","20 - 24 years","Number","6868"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","410","25 - 29 years","Number","8130"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","440","30 - 34 years","Number","8888"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","460","35 - 39 years","Number","9027"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","475","40 - 44 years","Number","9047"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","495","45 - 49 years","Number","8926"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","515","50 - 54 years","Number","8809"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","530","55 - 59 years","Number","8181"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","550","60 - 64 years","Number","7740"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","565","65 - 69 years","Number","6037"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","580","70 - 74 years","Number","4624"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","595","75 - 79 years","Number","3744"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","610","80 - 84 years","Number","2650"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2011","2011","630","85 years and over","Number","2484"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","-","All ages","Number","130507"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","205","0 - 4 years","Number","8393"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","245","5 - 9 years","Number","9146"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","265","10 - 14 years","Number","9015"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","300","15 - 19 years","Number","8345"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","365","20 - 24 years","Number","5792"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","410","25 - 29 years","Number","6165"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","440","30 - 34 years","Number","8111"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","460","35 - 39 years","Number","8862"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","475","40 - 44 years","Number","9017"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","495","45 - 49 years","Number","8933"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","515","50 - 54 years","Number","8907"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","530","55 - 59 years","Number","8776"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","550","60 - 64 years","Number","8136"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","565","65 - 69 years","Number","7632"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","580","70 - 74 years","Number","5689"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","595","75 - 79 years","Number","4052"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","610","80 - 84 years","Number","2949"
"E2022","Population 2011 to 2016","-","Both sexes","MO","Mayo","2016","2016","630","85 years and over","Number","2587"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","-","All ages","Number","64065"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","205","0 - 4 years","Number","4642"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","245","5 - 9 years","Number","4533"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","265","10 - 14 years","Number","4405"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","300","15 - 19 years","Number","3781"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","365","20 - 24 years","Number","3322"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","410","25 - 29 years","Number","4062"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","440","30 - 34 years","Number","4556"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","460","35 - 39 years","Number","4576"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","475","40 - 44 years","Number","4585"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","495","45 - 49 years","Number","4377"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","515","50 - 54 years","Number","4238"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","530","55 - 59 years","Number","4061"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","550","60 - 64 years","Number","3531"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","565","65 - 69 years","Number","2857"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","580","70 - 74 years","Number","2144"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","595","75 - 79 years","Number","1809"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","610","80 - 84 years","Number","1420"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2011","2011","630","85 years and over","Number","1166"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","-","All ages","Number","64544"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","205","0 - 4 years","Number","4360"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","245","5 - 9 years","Number","4766"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","265","10 - 14 years","Number","4536"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","300","15 - 19 years","Number","4008"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","365","20 - 24 years","Number","2749"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","410","25 - 29 years","Number","3096"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","440","30 - 34 years","Number","4061"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","460","35 - 39 years","Number","4591"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","475","40 - 44 years","Number","4577"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","495","45 - 49 years","Number","4495"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","515","50 - 54 years","Number","4365"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","530","55 - 59 years","Number","4219"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","550","60 - 64 years","Number","3978"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","565","65 - 69 years","Number","3387"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","580","70 - 74 years","Number","2637"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","595","75 - 79 years","Number","1879"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","610","80 - 84 years","Number","1469"
"E2022","Population 2011 to 2016","-","Both sexes","RN","Roscommon","2016","2016","630","85 years and over","Number","1371"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","-","All ages","Number","65393"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","205","0 - 4 years","Number","4594"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","245","5 - 9 years","Number","4196"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","265","10 - 14 years","Number","4319"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","300","15 - 19 years","Number","4379"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","365","20 - 24 years","Number","4314"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","410","25 - 29 years","Number","4424"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","440","30 - 34 years","Number","4733"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","460","35 - 39 years","Number","4631"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","475","40 - 44 years","Number","4419"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","495","45 - 49 years","Number","4451"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","515","50 - 54 years","Number","4332"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","530","55 - 59 years","Number","3930"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","550","60 - 64 years","Number","3628"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","565","65 - 69 years","Number","2820"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","580","70 - 74 years","Number","2122"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","595","75 - 79 years","Number","1701"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","610","80 - 84 years","Number","1234"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2011","2011","630","85 years and over","Number","1166"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","-","All ages","Number","65535"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","205","0 - 4 years","Number","4310"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","245","5 - 9 years","Number","4733"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","265","10 - 14 years","Number","4270"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","300","15 - 19 years","Number","4420"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","365","20 - 24 years","Number","3597"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","410","25 - 29 years","Number","3205"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","440","30 - 34 years","Number","4264"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","460","35 - 39 years","Number","4762"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","475","40 - 44 years","Number","4513"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","495","45 - 49 years","Number","4344"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","515","50 - 54 years","Number","4399"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","530","55 - 59 years","Number","4268"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","550","60 - 64 years","Number","3826"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","565","65 - 69 years","Number","3556"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","580","70 - 74 years","Number","2639"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","595","75 - 79 years","Number","1872"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","610","80 - 84 years","Number","1342"
"E2022","Population 2011 to 2016","-","Both sexes","SO","Sligo","2016","2016","630","85 years and over","Number","1215"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","-","All ages","Number","73183"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","205","0 - 4 years","Number","6177"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","245","5 - 9 years","Number","5529"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","265","10 - 14 years","Number","5526"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","300","15 - 19 years","Number","4583"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","365","20 - 24 years","Number","4106"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","410","25 - 29 years","Number","5133"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","440","30 - 34 years","Number","5727"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","460","35 - 39 years","Number","5484"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","475","40 - 44 years","Number","5286"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","495","45 - 49 years","Number","4864"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","515","50 - 54 years","Number","4428"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","530","55 - 59 years","Number","3950"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","550","60 - 64 years","Number","3524"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","565","65 - 69 years","Number","2714"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","580","70 - 74 years","Number","1990"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","595","75 - 79 years","Number","1775"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","610","80 - 84 years","Number","1243"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2011","2011","630","85 years and over","Number","1144"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","-","All ages","Number","76176"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","205","0 - 4 years","Number","5725"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","245","5 - 9 years","Number","6301"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","265","10 - 14 years","Number","5596"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","300","15 - 19 years","Number","5215"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","365","20 - 24 years","Number","3525"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","410","25 - 29 years","Number","3989"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","440","30 - 34 years","Number","5420"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","460","35 - 39 years","Number","5813"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","475","40 - 44 years","Number","5493"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","495","45 - 49 years","Number","5291"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","515","50 - 54 years","Number","4963"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","530","55 - 59 years","Number","4468"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","550","60 - 64 years","Number","3913"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","565","65 - 69 years","Number","3445"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","580","70 - 74 years","Number","2571"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","595","75 - 79 years","Number","1818"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","610","80 - 84 years","Number","1399"
"E2022","Population 2011 to 2016","-","Both sexes","CN","Cavan","2016","2016","630","85 years and over","Number","1231"
"E2022","Population 2011 to 2016","-","Both sexes","DL","Donegal","2011","2011","-","All ages","Number","161137"
"E2022","Population 2011 to 2016","-","Both sexes","DL","Donegal","2011","2011","205","0 - 4 years","Number","12727"
"E2022","Population 2011 to 2016","-","Both sexes","DL","Donegal","2011","2011","245","5 - 9 years","Number","12216"
"E2022","Population 2011 to 2016","-","Both sexes","DL","Donegal","2011","2011","265","10 - 14 years","Number","12006"
"E2022","Population 2011 to 2016","-","Both sexes","DL","Donegal","2011","2011","300","15 - 19 years","Number","10538"
"E2022","Population 2011 to 2016","-","Both sexes","DL","Donegal","2011","2011","365","20 - 24 years","Number","9229"
"E2022","Population 2011 to 2016","-","Both sexes","DL","Donegal","2011","2011","410","25 - 29 years","Number","10171"
"E2022","Population 2011 to 2016","-","Both sexes","DL","Donegal","2011","2011","440","30 - 34 years","Number","11729"
"E2022","Population 2011 to 2016","-","Both sexes","DL","Donegal","2011","2011","460","35 - 39 years","Number","11844"
"E2022","Population 2011 to 2016","-","Both sexes","DL","Donegal","2011","2011","475","40 - 44 years","Number","11657"
"E2022","Population 2011 to 2016","-","Both sexes","DL","Donegal","2011","2011","495","45 - 49 years","Number","10634"
"E2022","Population 2011 to 2016","-","Both sexes","DL","Donegal","2011","2011","515","50 - 54 years","Number","9506"
